maximum error = 0.001
# n	SingleThreaded	MultiThreaded
5	0.0816	0.1234
10	0.1519	0.2437
50	2.1895	3.0743
100	5.9897	19.5294
200	17.6797	59.8566
500	58.987	486.425
800	87.8268	495.919
1000	88.3743	15.7754
1500	190.401	24.7144
2000	273.903	31.2233
2500	426.973	48.4041
3500	820.469	92.4258
5000	1741.47	184.805
6500	3085.2	343.715
8500	5722.87	601.592
10000	6566.11	829.415
